finding_id,session,severity,file_line,finding,impact,suggested_fix,safety,decision,fix_session_id,new_def_id,notes
P1-A2-L07,P1-A2,LOW,[argus/core/orchestrator.py:717-797](argus/core/orchestrator.py#L717-L797) + [argus/main.py — `_run_regime_reclassification`],"**Triple regime-recheck cadence.** `Orchestrator._poll_loop` calls `_run_regime_recheck` on its own cadence (line 704), which internally calls `reclassify_regime`. `main.py._run_regime_reclassification` also calls `reclassify_regime` on a 300s cadence. Both are idempotent but write to `regime_history.db` and publish `RegimeChangeEvent` — duplicated side effects. DEF-074 tracks this; P1-A1 M10 already flagged it from the main.py side.","Log noise + duplicate DB writes. Harmless today, but more scheduling paths to maintain than necessary.","Pick one. Since Orchestrator owns the classifier, `Orchestrator._poll_loop` should own the cadence. Delete `main.py._run_regime_reclassification` and the associated task bookkeeping.",weekend-only,fix-now,FIX-03-main-py,,bundle with same-file MEDIUM/CRITICAL fixes
P1-A2-L08,P1-A2,LOW,[argus/core/orchestrator.py:129](argus/core/orchestrator.py#L129),**`_latest_regime_vector: object \,"None`** — duck-typed to avoid a `RegimeVector` import. The `TYPE_CHECKING` block at [line 36-42](argus/core/orchestrator.py#L36-L42) imports `RegimeHistoryStore`, `DataService`, `VIXDataService`, `Broker`, `BaseStrategy` — adding `RegimeVector` to that same block would eliminate the duck-type. DEF-093 tracks this.","`latest_regime_vector_summary` property must use `hasattr(x, ""to_dict"")` instead of proper typing. Same pattern reproduced in `reclassify_regime` at [line 770-772](argus/core/orchestrator.py#L770-L772).","Add `from argus.core.regime import RegimeVector` under `TYPE_CHECKING`, type the attribute as `RegimeVector \",fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-A2-L09,P1-A2,LOW,"[argus/core/regime.py:153-157](argus/core/regime.py#L153-L157), [argus/core/regime.py:337-340](argus/core/regime.py#L337-L340), [argus/core/vix_calculators.py:56](argus/core/vix_calculators.py#L56)",**Typing style inconsistency: `Optional[X]` vs `X \,None`.** New-style `X \,"None` used for original (Sprint 27.6) regime fields; Sprint 27.9 VIX fields reverted to `Optional[VolRegimePhase]`. Project style prefers new-style (Python 3.10+, `from __future__ import annotations` present).",Cosmetic inconsistency within the same file.,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-A2-L10,P1-A2,LOW,"[argus/core/logging_config.py:67](argus/core/logging_config.py#L67), [argus/core/logging_config.py:109](argus/core/logging_config.py#L109)","**Naive `datetime.now()` in log machinery.** `ConsoleFormatter.format()` uses `datetime.now().strftime(""%H:%M:%S"")` (no timezone), and log file name uses `datetime.now().strftime(""%Y%m%d"")`. Project convention (DEC-276 + universal rules) is ET for user-facing times and UTC for machine logs. `JsonFormatter` correctly uses `datetime.now(UTC)`.",Console log timestamps drift between developer machines in different timezones; log files rotate on machine-local date not UTC date.,"Console: use `datetime.now(ZoneInfo(""America/New_York"")).strftime(...)`. File name: use `datetime.now(UTC).strftime(""%Y%m%d"")`.",safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-A2-L11,P1-A2,LOW,[argus/core/health.py:393](argus/core/health.py#L393) + [argus/core/health.py:480-494](argus/core/health.py#L480-L494),"**Weekly reconciliation is a stub.** `_run_weekly_reconciliation()` logs `""Weekly reconciliation: TODO — implement full comparison""` and only fetches the account as a liveness check. Wired into the integrity loop since Sprint 5 and still unimplemented ~90 sprints later.","The feature that ""compares trade log with broker records"" — a documented architectural responsibility ([architecture.md:1093](docs/architecture.md#L1093)) — doesn't happen. Silent no-op every Saturday at 9 AM.","Either implement the comparison against `self._broker.get_order_history(days=7)` + `self._trade_logger.get_trades_by_date_range(...)`, or disable the scheduled path and open a tracked DEF explicitly. Current state is the worst of both.",deferred-to-defs,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-A2-L12,P1-A2,LOW,[argus/core/market_correlation.py:20](argus/core/market_correlation.py#L20),**`import asyncio` after third-party imports.** Stdlib `asyncio` is imported on line 20 after `aiohttp`-adjacent imports; project style (code-style.md) requires stdlib-before-third-party-before-local. Ultra-minor but a lint rule exists.,Lint surface.,Move `import asyncio` into the stdlib block at the top.,safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-A2-L13,P1-A2,LOW,[argus/core/risk_manager.py:533-589](argus/core/risk_manager.py#L533-L589),**`PRIORITY_BY_WIN_RATE` duplicate-stock policy is documented-as-V1-simplified but hard-rejects like `BLOCK_ALL`.** Branch logs a warning every time and returns the same rejection message. No win-rate comparison implemented; has been in this state since Sprint 17.,Policy field exists in config/schema but picking `PRIORITY_BY_WIN_RATE` behaves identically to picking `BLOCK_ALL`. Config surface is misleading.,"Either implement the win-rate comparison (requires TradeLogger.get_strategy_win_rate, which may already exist) or remove the enum value + raise a `ValueError` at config load. Current system allows `ALLOW_ALL` (active default per DEC-121/160), so removing `PRIORITY_BY_WIN_RATE` is low-risk.",weekend-only,fix-now,FIX-05-core-orchestrator-risk-regime,,bundle with same-file MEDIUM/CRITICAL fixes
P1-A2-L14,P1-A2,LOW,[argus/core/events.py:312](argus/core/events.py#L312),"**`CircuitBreakerEvent.level` defaults to `CircuitBreakerLevel.ACCOUNT`.** The default is load-bearing nowhere, and a `CircuitBreakerEvent` constructed without explicit `level` is always about the account — which is almost always the case in the codebase, but masks mistakes where a strategy-level or cross-strategy-level breaker should have been emitted.",Possible silent misattribution in future code.,Remove the default so callers must specify `level=...` explicitly.,weekend-only,fix-now,FIX-05-core-orchestrator-risk-regime,,
P1-A2-L15,P1-A2,LOW,"[argus/core/regime.py:776-777](argus/core/regime.py#L776-L777), [argus/core/regime.py:940-941](argus/core/regime.py#L940-L941)",**`RegimeClassifierV2` accesses private `_compute_trend_score` and `_config` of V1.** `raw_trend = self._v1_classifier._compute_trend_score(indicators)` and `self._v1_classifier._config.vol_low_threshold`. Same DEF-091 pattern as M10 but V1→V2 direction.,Breakage surface on V1 rename.,"Expose `compute_trend_score()` (public) and `vol_low_threshold` / `vol_high_threshold` properties on V1, or pass the relevant thresholds into V2 via constructor.",weekend-only,fix-now,FIX-05-core-orchestrator-risk-regime,,bundle with same-file MEDIUM/CRITICAL fixes
P1-B-M01,P1-B,MEDIUM,"[argus/strategies/patterns/vwap_bounce.py:104,180](argus/strategies/patterns/vwap_bounce.py#L104) + [argus/strategies/pattern_strategy.py:508-516](argus/strategies/pattern_strategy.py#L508-L516)","`VwapBouncePattern._signal_counts: dict[str, int]` accumulates per-symbol counts on the pattern instance. `reset_session_state()` exists on the pattern but is never called from `PatternBasedStrategy.reset_daily_state()`. Since ARGUS runs continuously across trading days, `_signal_counts` monotonically grows. After day 1, every symbol that hit `max_signals_per_symbol` (default 3) is permanently blocked.",Silent suppression of VWAP Bounce signals on previously-capped symbols on day N+1. Currently masked because VWAP Bounce is fresh (low symbol exposure). Will bite silently as shadow-mode data accumulates.,"Call `self._pattern.reset_session_state()` from `PatternBasedStrategy.reset_daily_state()` guarded by `hasattr(self._pattern, ""reset_session_state"")`. Add a test asserting counts reset.",`weekend-only`,fix-now,FIX-19-strategies,,
P1-B-M02,P1-B,MEDIUM,[argus/strategies/base_strategy.py:323-388](argus/strategies/base_strategy.py#L323-L388) — infra exists; callers missing in all 15 strategies,"**DEF-138 scope**: `_track_symbol_evaluated`, `_track_signal_generated`, `_track_signal_rejected`, and `_maybe_log_window_summary` are defined in BaseStrategy and reset in `reset_daily_state()`, but grep shows **zero call sites outside BaseStrategy itself**. All 15 strategies need wire-up: ORB Breakout, ORB Scalp, VWAP Reclaim, Afternoon Momentum, Red-to-Green, PatternBasedStrategy (covers all 10 pattern strategies in one place).",Window-summary log line (symbols evaluated / signals generated / rejections by reason) never emits — operators have no single-line view of strategy activity per day. Observability gap.,"One wire-up in `PatternBasedStrategy.on_candle()` covers all 10 patterns. Five per-file wire-ups for the standalone strategies. See dedicated ""DEF-138 Remediation Scope"" section below.",`weekend-only` (touches live signal paths),fix-now,FIX-19-strategies,,
P1-B-M03,P1-B,MEDIUM,[argus/core/config.py:1216-1223](argus/core/config.py#L1216-L1223) + all `get_market_conditions_filter()` implementations,"`StrategyConfig.allowed_regimes` is a Pydantic YAML field, but **no strategy reads it**. Orchestrator calls `strategy.get_market_conditions_filter().allowed_regimes` at [argus/core/orchestrator.py:407-408](argus/core/orchestrator.py#L407-L408) and [:788-789](argus/core/orchestrator.py#L788-L789), and every strategy's `get_market_conditions_filter()` returns a hardcoded Python list. `config/strategies/abcd.yaml:20-24` is the only YAML that sets the field — and the setting has no effect.","Dead config surface. Operator-facing illusion of per-strategy regime tuning that doesn't work. Also, the Pydantic default (`[""bullish_trending"",""bearish_trending"",""neutral"",""high_volatility""]`) uses `""neutral""` which is not a valid `MarketRegime` enum value (enum uses `""range_bound""`) — default is silently wrong.","Either (a) have `get_market_conditions_filter()` read `self._config.allowed_regimes` and correct the default to `""range_bound""`, or (b) remove the field from `StrategyConfig`. Option (a) preferred — restores YAML-level control.",`weekend-only`,fix-now,FIX-19-strategies,,
P1-B-M04,P1-B,MEDIUM,[argus/strategies/pattern_strategy.py:497-506](argus/strategies/pattern_strategy.py#L497-L506),"`PatternBasedStrategy.get_market_conditions_filter()` hardcodes `[""bullish_trending"", ""bearish_trending"", ""range_bound""]` — **missing `""high_volatility""`** that the 4 other standalone strategies include. This silently disables all 10 pattern strategies during high-volatility regimes, regardless of operator intent.",10 of the 15 strategies sit out high-volatility regimes without an operator opt-in. May be the product of copy-paste from R2G (which also omits `high_volatility`) rather than a deliberate risk choice.,Reconcile with M3 — honor `self._config.allowed_regimes` and set a sensible default that matches the 4 standalone strategies. Document the final list in the spec.,`weekend-only`,fix-now,FIX-19-strategies,,
P1-B-M05,P1-B,MEDIUM,[argus/strategies/vwap_reclaim.py:199-205](argus/strategies/vwap_reclaim.py#L199-L205),"`if not self._is_in_entry_window(event):` records a `TIME_WINDOW_CHECK` FAIL evaluation, but there is **no `return None`** — the code falls through into `_process_state_machine()`. Comparison with line 394-409 shows the actual entry gate lives inside `_check_reclaim_entry()`, so the behavior is intentional (state machine must track pullback progression before the entry window opens). However, the FAIL event fires on every out-of-window candle, producing telemetry noise.","`evaluation.db` is flooded with FAIL events that aren't semantically failures — they're ""state machine processing, not evaluating entry."" Matches the DEF-157 write-volume concern.","Either suppress the FAIL (emit `INFO` with a different reason like ""State machine still accumulating"") or gate the record on `state.state == VwapState.BELOW_VWAP`. Add a comment at the fall-through explaining why no `return`.",`weekend-only`,fix-now,FIX-19-strategies,,
P1-B-M06,P1-B,MEDIUM,[argus/strategies/afternoon_momentum.py:1015-1034](argus/strategies/afternoon_momentum.py#L1015-L1034),"Afternoon Momentum's `_build_breakout_signal` never calls `self._has_zero_r(...)` before returning the `SignalEvent`. Stop placement uses `midday_low * (1 - stop_buffer_pct)`, so `entry == target` is implausible in practice, but the guard exists for edge cases (DEC-???/Sprint 24) and every other strategy applies it.","Low probability of silent zero-R trade but inconsistent with ORB/R2G/PatternBasedStrategy. If a pathological symbol produces `entry ≈ t1`, the signal slips through.","Add the guard after target calculation, consistent with ORB and R2G.",`weekend-only`,fix-now,FIX-19-strategies,,
